drug_a,drug_b,cell_line,synergy
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000997,-9.36
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000966,-6.52
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000552,-7.52
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000046,-11.44
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000681,-1.4
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000555,-1.48
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000649,-5.83
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000617,-3.28
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000463,-1.07
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000837,-0.46
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000367,-3.69
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000376,-4.93
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000817,3.17
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000696,-6.35
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000477,-2.77
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000750,-8.48
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000969,-0.47
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000551,-4.56
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000900,-7.5
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000019,-5.7
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000463,-4.6
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000617,0.11
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000367,0.52
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000837,1.52
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000376,-3.19
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000696,1.38
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000817,14.92
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000750,-5.21
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000477,1.12
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000551,-3.49
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000969,-7.74
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000900,-0.88
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000019,-1.39
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000971,-2.59
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000002,-6.02
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000997,-0.1
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000552,-2.2
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000966,-4.86
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000681,-1.32
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000046,-4.09
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000649,-0.49
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000555,-0.92
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000615,2.12
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000148,-1.59
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000768,0.81
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000090,-0.79
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000730,-1.93
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000433,-5.33
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000288,-0.44
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000849,-0.76
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000147,-1.19
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000343,-2.45
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000425,-1.18
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000811,-2.74
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000232,-3.49
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000579,2.88
CN(C)NN=C1N=CN=C1C(N)=O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000651,2.71
O=NN(CCCl)C(=O)NC1CCCCC1,NCCCNCCSP(=O)(O)O,ACH-000817,5.5
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000463,1.3
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000617,2.08
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000367,1.53
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000376,-0.98
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000696,1.68
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000817,3.83
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000750,-0.99
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000477,6.65
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000551,1.83
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000969,3.4
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000900,2.49
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000019,2.13
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000971,1.25
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000002,13.09
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000997,1.56
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000552,5.47
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000966,-0.12
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000681,1.39
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000046,-2.81
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000649,-0.3
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000555,0.32
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000615,-3.85
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000148,12.53
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000768,0.76
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000090,0.96
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000730,-8.34
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000433,-2.21
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-001190,2.24
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000288,2.24
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000849,1.11
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000147,0.71
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000343,0.71
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000425,5.62
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000811,1.12
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000232,-0.36
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000579,-1.62
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000651,10.41
CN(C)NN=C1N=CN=C1C(N)=O,NCCCNCCSP(=O)(O)O,ACH-000817,20.365154465435285
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000433,-11.83
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-001190,-5.26
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000090,-2.65
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000730,-2.56
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000615,1.29
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000768,2.75
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000148,-5.24
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000579,3.86
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000232,-6.62
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000651,-0.03
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000811,0.88
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000425,-7.08
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000343,-8.28
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000288,0.79
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000147,-6.02
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000849,3.11
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000900,-5.45
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000019,-11.42
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000477,-2.97
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000750,-1.48
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000969,-4.86
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000551,-6.54
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000376,7.47
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000817,-4.4
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000696,-2.73
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000617,-3.34
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000463,4.43
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000837,1.0
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000367,-0.59
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000046,17.31
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000681,-3.81
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000555,0.55
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000649,-0.38
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000966,-0.59
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000552,-3.07
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,ACH-000002,13.87
